size,length,ratio,population,random,num,spend
10,48,0.8,100,10,3,0.32
10,48,0.8,100,25,4,0.32
10,48,0.8,100,50,4,0.49
10,48,0.8,100,75,4,0.69
10,48,0.8,100,100,4,0.9
10,48,0.8,250,10,3,0.21
10,48,0.8,250,25,4,0.35
10,48,0.8,250,50,4,0.52
10,48,0.8,250,75,4,0.7
10,48,0.8,250,100,4,0.92
10,48,0.8,500,10,4,0.24
10,48,0.8,500,25,3,0.33
10,48,0.8,500,50,4,0.59
10,48,0.8,500,75,4,0.72
10,48,0.8,500,100,4,0.9
10,48,0.8,750,10,4,0.28
10,48,0.8,750,25,4,0.37
10,48,0.8,750,50,4,0.55
10,48,0.8,750,75,4,0.74
10,48,0.8,750,100,4,0.94
10,48,0.8,1000,10,4,0.33
10,48,0.8,1000,25,4,0.41
10,48,0.8,1000,50,4,0.58
10,48,0.8,1000,75,4,0.76
10,48,0.8,1000,100,4,0.94
10,51,0.8,100,10,3,0.27
10,51,0.8,100,25,4,0.38
10,51,0.8,100,50,4,0.6
10,51,0.8,100,75,4,0.79
10,51,0.8,100,100,4,1.25
10,51,0.8,250,10,4,0.52
10,51,0.8,250,25,4,0.41
10,51,0.8,250,50,4,0.59
10,51,0.8,250,75,4,0.8
10,51,0.8,250,100,4,1.02
10,51,0.8,500,10,4,0.35
10,51,0.8,500,25,4,0.46
10,51,0.8,500,50,4,0.75
10,51,0.8,500,75,4,0.89
10,51,0.8,500,100,4,1.06
10,51,0.8,750,10,4,0.35
10,51,0.8,750,25,4,0.44
10,51,0.8,750,50,4,0.66
10,51,0.8,750,75,4,0.85
10,51,0.8,750,100,4,1.12
10,51,0.8,1000,10,4,0.35
10,51,0.8,1000,25,4,0.45
10,51,0.8,1000,50,4,0.65
10,51,0.8,1000,75,4,0.86
10,51,0.8,1000,100,4,1.1
10,54,0.8,100,10,3,0.32
10,54,0.8,100,25,4,0.41
10,54,0.8,100,50,3,0.63
10,54,0.8,100,75,4,0.87
10,54,0.8,100,100,3,1.11
10,54,0.8,250,10,3,0.3
10,54,0.8,250,25,3,0.44
10,54,0.8,250,50,4,0.65
10,54,0.8,250,75,4,0.98
10,54,0.8,250,100,4,1.15
10,54,0.8,500,10,4,0.34
10,54,0.8,500,25,4,0.47
10,54,0.8,500,50,4,0.69
10,54,0.8,500,75,3,0.92
10,54,0.8,500,100,3,1.16
10,54,0.8,750,10,4,0.33
10,54,0.8,750,25,4,0.46
10,54,0.8,750,50,3,0.68
10,54,0.8,750,75,3,0.95
10,54,0.8,750,100,4,1.18
10,54,0.8,1000,10,3,0.35
10,54,0.8,1000,25,4,0.48
10,54,0.8,1000,50,4,0.73
10,54,0.8,1000,75,4,0.95
10,54,0.8,1000,100,4,1.2
10,57,0.8,100,10,3,0.29
10,57,0.8,100,25,3,0.38
10,57,0.8,100,50,3,0.65
10,57,0.8,100,75,3,0.86
10,57,0.8,100,100,3,1.12
10,57,0.8,250,10,3,0.26
10,57,0.8,250,25,3,0.4
10,57,0.8,250,50,3,0.63
10,57,0.8,250,75,3,0.89
10,57,0.8,250,100,4,1.15
10,57,0.8,500,10,3,0.3
10,57,0.8,500,25,3,0.42
10,57,0.8,500,50,3,0.67
10,57,0.8,500,75,3,0.9
10,57,0.8,500,100,3,1.14
10,57,0.8,750,10,3,0.31
10,57,0.8,750,25,4,0.44
10,57,0.8,750,50,3,0.68
10,57,0.8,750,75,3,0.93
10,57,0.8,750,100,3,1.2
10,57,0.8,1000,10,3,0.35
10,57,0.8,1000,25,3,0.49
10,57,0.8,1000,50,3,0.75
10,57,0.8,1000,75,4,0.96
10,57,0.8,1000,100,3,1.22
10,60,0.8,100,10,3,0.31
10,60,0.8,100,25,3,0.42
10,60,0.8,100,50,3,0.69
10,60,0.8,100,75,3,0.96
10,60,0.8,100,100,3,1.22
10,60,0.8,250,10,3,0.28
10,60,0.8,250,25,3,0.44
10,60,0.8,250,50,3,0.7
10,60,0.8,250,75,3,1.09
10,60,0.8,250,100,3,1.33
10,60,0.8,500,10,3,0.31
10,60,0.8,500,25,3,0.47
10,60,0.8,500,50,3,0.84
10,60,0.8,500,75,3,1.0
10,60,0.8,500,100,3,1.27
10,60,0.8,750,10,3,0.37
10,60,0.8,750,25,3,0.49
10,60,0.8,750,50,3,0.75
10,60,0.8,750,75,3,1.03
10,60,0.8,750,100,3,1.29
10,60,0.8,1000,10,3,0.35
10,60,0.8,1000,25,3,0.51
10,60,0.8,1000,50,3,0.78
10,60,0.8,1000,75,3,1.05
10,60,0.8,1000,100,3,1.32
50,48,0.8,100,10,3,0.27
50,48,0.8,100,25,4,0.34
50,48,0.8,100,50,4,0.55
50,48,0.8,100,75,4,0.74
50,48,0.8,100,100,4,0.96
50,48,0.8,250,10,4,0.28
50,48,0.8,250,25,4,0.39
50,48,0.8,250,50,4,0.56
50,48,0.8,250,75,4,0.75
50,48,0.8,250,100,4,0.95
50,48,0.8,500,10,3,0.26
50,48,0.8,500,25,4,0.44
50,48,0.8,500,50,4,0.66
50,48,0.8,500,75,4,0.86
50,48,0.8,500,100,4,1.03
50,48,0.8,750,10,4,0.34
50,48,0.8,750,25,4,0.45
50,48,0.8,750,50,4,0.6
50,48,0.8,750,75,4,0.79
50,48,0.8,750,100,4,0.98
50,48,0.8,1000,10,4,0.37
50,48,0.8,1000,25,4,0.46
50,48,0.8,1000,50,4,0.62
50,48,0.8,1000,75,4,1.11
50,48,0.8,1000,100,4,1.01
50,51,0.8,100,10,4,0.37
50,51,0.8,100,25,4,0.42
50,51,0.8,100,50,4,0.69
50,51,0.8,100,75,4,0.91
50,51,0.8,100,100,4,1.18
50,51,0.8,250,10,4,0.27
50,51,0.8,250,25,4,0.42
50,51,0.8,250,50,4,0.65
50,51,0.8,250,75,4,0.86
50,51,0.8,250,100,4,1.08
50,51,0.8,500,10,4,0.34
50,51,0.8,500,25,4,0.47
50,51,0.8,500,50,4,0.66
50,51,0.8,500,75,4,1.03
50,51,0.8,500,100,4,1.22
50,51,0.8,750,10,4,0.39
50,51,0.8,750,25,4,0.53
50,51,0.8,750,50,4,0.74
50,51,0.8,750,75,4,1.03
50,51,0.8,750,100,4,1.27
50,51,0.8,1000,10,4,0.39
50,51,0.8,1000,25,4,0.49
50,51,0.8,1000,50,4,0.7
50,51,0.8,1000,75,4,0.91
50,51,0.8,1000,100,4,1.15
50,54,0.8,100,10,4,0.36
50,54,0.8,100,25,4,0.5
50,54,0.8,100,50,4,0.69
50,54,0.8,100,75,4,0.94
50,54,0.8,100,100,4,1.23
50,54,0.8,250,10,4,0.31
50,54,0.8,250,25,4,0.49
50,54,0.8,250,50,4,0.78
50,54,0.8,250,75,4,0.97
50,54,0.8,250,100,4,1.35
50,54,0.8,500,10,4,0.41
50,54,0.8,500,25,4,0.58
50,54,0.8,500,50,4,0.91
50,54,0.8,500,75,4,1.08
50,54,0.8,500,100,4,1.32
50,54,0.8,750,10,4,0.42
50,54,0.8,750,25,4,0.52
50,54,0.8,750,50,4,0.75
50,54,0.8,750,75,4,0.99
50,54,0.8,750,100,4,1.35
50,54,0.8,1000,10,4,0.49
50,54,0.8,1000,25,4,0.62
50,54,0.8,1000,50,4,0.78
50,54,0.8,1000,75,4,1.09
50,54,0.8,1000,100,4,1.4
50,57,0.8,100,10,4,0.35
50,57,0.8,100,25,3,0.45
50,57,0.8,100,50,3,0.67
50,57,0.8,100,75,4,0.92
50,57,0.8,100,100,4,1.18
50,57,0.8,250,10,3,0.29
50,57,0.8,250,25,3,0.42
50,57,0.8,250,50,3,0.68
50,57,0.8,250,75,3,0.93
50,57,0.8,250,100,4,1.19
50,57,0.8,500,10,3,0.32
50,57,0.8,500,25,4,0.48
50,57,0.8,500,50,3,1.03
50,57,0.8,500,75,3,0.99
50,57,0.8,500,100,3,1.22
50,57,0.8,750,10,3,0.37
50,57,0.8,750,25,3,0.51
50,57,0.8,750,50,4,0.76
50,57,0.8,750,75,3,0.98
50,57,0.8,750,100,3,1.29
50,57,0.8,1000,10,3,0.37
50,57,0.8,1000,25,4,0.54
50,57,0.8,1000,50,4,0.76
50,57,0.8,1000,75,4,1.02
50,57,0.8,1000,100,4,1.27
50,60,0.8,100,10,4,0.38
50,60,0.8,100,25,3,0.46
50,60,0.8,100,50,3,0.73
50,60,0.8,100,75,3,1.01
50,60,0.8,100,100,3,1.31
50,60,0.8,250,10,3,0.32
50,60,0.8,250,25,3,0.5
50,60,0.8,250,50,3,0.76
50,60,0.8,250,75,4,1.07
50,60,0.8,250,100,3,1.31
50,60,0.8,500,10,3,0.34
50,60,0.8,500,25,3,0.51
50,60,0.8,500,50,3,0.79
50,60,0.8,500,75,3,1.05
50,60,0.8,500,100,3,1.33
50,60,0.8,750,10,3,0.36
50,60,0.8,750,25,3,0.53
50,60,0.8,750,50,3,0.81
50,60,0.8,750,75,3,1.1
50,60,0.8,750,100,3,1.38
50,60,0.8,1000,10,3,0.4
50,60,0.8,1000,25,3,0.6
50,60,0.8,1000,50,3,0.9
50,60,0.8,1000,75,3,1.21
50,60,0.8,1000,100,3,1.58
100,48,0.8,100,10,4,0.38
100,48,0.8,100,25,4,0.43
100,48,0.8,100,50,4,0.63
100,48,0.8,100,75,4,0.86
100,48,0.8,100,100,4,1.08
100,48,0.8,250,10,4,0.33
100,48,0.8,250,25,4,0.44
100,48,0.8,250,50,4,0.65
100,48,0.8,250,75,4,0.95
100,48,0.8,250,100,4,1.1
100,48,0.8,500,10,4,0.36
100,48,0.8,500,25,4,0.48
100,48,0.8,500,50,5,0.71
100,48,0.8,500,75,4,0.92
100,48,0.8,500,100,4,1.11
100,48,0.8,750,10,4,0.37
100,48,0.8,750,25,4,0.51
100,48,0.8,750,50,4,0.7
100,48,0.8,750,75,4,0.92
100,48,0.8,750,100,4,1.11
100,48,0.8,1000,10,4,0.41
100,48,0.8,1000,25,5,0.53
100,48,0.8,1000,50,4,0.72
100,48,0.8,1000,75,4,1.02
100,48,0.8,1000,100,4,1.25
100,51,0.8,100,10,4,0.39
100,51,0.8,100,25,4,0.5
100,51,0.8,100,50,4,0.74
100,51,0.8,100,75,4,0.96
100,51,0.8,100,100,4,1.18
100,51,0.8,250,10,4,0.38
100,51,0.8,250,25,4,0.49
100,51,0.8,250,50,4,0.75
100,51,0.8,250,75,4,0.97
100,51,0.8,250,100,4,1.22
100,51,0.8,500,10,4,0.4
100,51,0.8,500,25,4,0.54
100,51,0.8,500,50,3,0.77
100,51,0.8,500,75,4,0.98
100,51,0.8,500,100,4,1.25
100,51,0.8,750,10,4,0.42
100,51,0.8,750,25,4,0.55
100,51,0.8,750,50,4,0.77
100,51,0.8,750,75,4,1.0
100,51,0.8,750,100,4,1.28
100,51,0.8,1000,10,4,0.44
100,51,0.8,1000,25,4,0.6
100,51,0.8,1000,50,4,0.84
100,51,0.8,1000,75,4,1.05
100,51,0.8,1000,100,4,1.3
100,54,0.8,100,10,4,0.44
100,54,0.8,100,25,4,0.51
100,54,0.8,100,50,4,0.82
100,54,0.8,100,75,4,1.08
100,54,0.8,100,100,4,1.35
100,54,0.8,250,10,4,0.4
100,54,0.8,250,25,4,0.62
100,54,0.8,250,50,4,0.81
100,54,0.8,250,75,4,1.08
100,54,0.8,250,100,4,1.37
100,54,0.8,500,10,4,0.42
100,54,0.8,500,25,4,0.56
100,54,0.8,500,50,4,0.84
100,54,0.8,500,75,4,1.1
100,54,0.8,500,100,4,1.41
100,54,0.8,750,10,4,0.46
100,54,0.8,750,25,4,0.62
100,54,0.8,750,50,4,0.89
100,54,0.8,750,75,4,1.16
100,54,0.8,750,100,4,1.42
100,54,0.8,1000,10,4,0.51
100,54,0.8,1000,25,4,0.71
100,54,0.8,1000,50,4,0.97
100,54,0.8,1000,75,4,1.21
100,54,0.8,1000,100,4,1.47
100,57,0.8,100,10,3,0.36
100,57,0.8,100,25,4,0.5
100,57,0.8,100,50,4,0.78
100,57,0.8,100,75,4,1.08
100,57,0.8,100,100,4,1.41
100,57,0.8,250,10,3,0.33
100,57,0.8,250,25,4,0.54
100,57,0.8,250,50,4,0.83
100,57,0.8,250,75,4,1.11
100,57,0.8,250,100,4,1.35
100,57,0.8,500,10,4,0.42
100,57,0.8,500,25,4,0.55
100,57,0.8,500,50,4,0.86
100,57,0.8,500,75,4,1.19
100,57,0.8,500,100,4,1.51
100,57,0.8,750,10,4,0.45
100,57,0.8,750,25,4,0.62
100,57,0.8,750,50,4,0.93
100,57,0.8,750,75,4,1.23
100,57,0.8,750,100,4,1.44
100,57,0.8,1000,10,4,0.46
100,57,0.8,1000,25,4,0.66
100,57,0.8,1000,50,4,0.94
100,57,0.8,1000,75,4,1.21
100,57,0.8,1000,100,4,1.54
100,60,0.8,100,10,4,0.43
100,60,0.8,100,25,4,0.56
100,60,0.8,100,50,4,0.89
100,60,0.8,100,75,4,1.2
100,60,0.8,100,100,4,1.49
100,60,0.8,250,10,3,0.37
100,60,0.8,250,25,4,0.6
100,60,0.8,250,50,4,0.93
100,60,0.8,250,75,4,1.34
100,60,0.8,250,100,4,1.56
100,60,0.8,500,10,4,0.47
100,60,0.8,500,25,4,0.62
100,60,0.8,500,50,4,0.93
100,60,0.8,500,75,4,1.28
100,60,0.8,500,100,4,1.59
100,60,0.8,750,10,4,0.51
100,60,0.8,750,25,4,0.66
100,60,0.8,750,50,4,1.01
100,60,0.8,750,75,4,1.28
100,60,0.8,750,100,4,1.58
100,60,0.8,1000,10,4,0.53
100,60,0.8,1000,25,5,0.75
100,60,0.8,1000,50,4,1.01
100,60,0.8,1000,75,4,1.31
100,60,0.8,1000,100,5,1.72
