junction_length	tpos	cond_pos	cond_all	cond_neg	test_pos	fpos	norm_mini	anc_num	cdr3_length	radius	sample
36	1478	1518	1530375	1528857	1553	75	0.6	16	36	0.01	M2-1
36	1477	1518	1530375	1528857	1551	74	0.6	16	36	0.05	M2-1
36	1493	1518	1530375	1528857	1567	74	0.6	16	36	0.1	M2-1
36	1468	1518	1530375	1528857	1543	75	0.6	16	36	0.5	M2-1
36	1414	1518	1530375	1528857	1478	64	0.8	2	36	0.01	M2-1
36	1409	1518	1530375	1528857	1480	71	0.8	2	36	0.05	M2-1
36	1422	1518	1530375	1528857	1509	87	0.8	2	36	0.1	M2-1
36	1382	1518	1530375	1528857	1477	95	0.8	2	36	0.5	M2-1
36	1430	1518	1530375	1528857	1518	88	0.9	2	36	0.01	M2-1
36	35417	38513	3324331	3285818	35448	31	0.9	2	36	0.01	M5-1
36	1423	1518	1530375	1528857	1502	79	0.9	2	36	0.05	M2-1
36	35707	38513	3324331	3285818	35737	30	0.9	2	36	0.05	M5-1
36	1430	1518	1530375	1528857	1518	88	0.9	2	36	0.1	M2-1
36	36915	38513	3324331	3285818	36945	30	0.9	2	36	0.1	M5-1
36	1458	1518	1530375	1528857	1545	87	0.9	2	36	0.5	M2-1
36	36361	38513	3324331	3285818	36382	21	0.9	2	36	0.5	M5-1
36	38144	38513	3324331	3285818	38174	30	0.6	20	36	0.01	M5-1
36	38029	38513	3324331	3285818	38059	30	0.6	20	36	0.05	M5-1
36	38051	38513	3324331	3285818	38081	30	0.6	20	36	0.1	M5-1
36	38392	38513	3324331	3285818	38422	30	0.6	20	36	0.5	M5-1
36	35115	38513	3324331	3285818	35147	32	0.8	3	36	0.01	M5-1
36	33351	38513	3324331	3285818	33379	28	0.8	3	36	0.05	M5-1
36	33737	38513	3324331	3285818	33765	28	0.8	3	36	0.1	M5-1
36	34187	38513	3324331	3285818	34198	11	0.8	3	36	0.5	M5-1
36	36283	38513	3324331	3285818	36315	32	0.5	48	36	0.01	M5-1
36	38175	38513	3324331	3285818	38207	32	0.5	48	36	0.05	M5-1
36	38175	38513	3324331	3285818	38207	32	0.5	48	36	0.1	M5-1
36	38415	38513	3324331	3285818	38445	30	0.5	48	36	0.5	M5-1
36	1321	1518	1530375	1528857	1358	37	0.7	5	36	0.01	M2-1
36	1324	1518	1530375	1528857	1360	36	0.7	5	36	0.05	M2-1
36	1291	1518	1530375	1528857	1340	49	0.7	5	36	0.1	M2-1
36	1311	1518	1530375	1528857	1366	55	0.7	5	36	0.5	M2-1
36	1489	1518	1530375	1528857	1570	81	0.5	50	36	0.01	M2-1
36	1489	1518	1530375	1528857	1570	81	0.5	50	36	0.05	M2-1
36	1489	1518	1530375	1528857	1568	79	0.5	50	36	0.1	M2-1
36	1498	1518	1530375	1528857	1574	76	0.5	50	36	0.5	M2-1
36	34097	38513	3324331	3285818	34122	25	0.7	6	36	0.01	M5-1
36	34554	38513	3324331	3285818	34581	27	0.7	6	36	0.05	M5-1
36	33935	38513	3324331	3285818	33967	32	0.7	6	36	0.1	M5-1
36	33981	38513	3324331	3285818	34009	28	0.7	6	36	0.5	M5-1
39	222117	234607	6813586	6578979	222136	19	0.6	15	39	0.01	M4-1
39	190249	234607	6813586	6578979	190268	19	0.6	15	39	0.05	M4-1
39	208610	234607	6813586	6578979	208629	19	0.6	15	39	0.1	M4-1
39	218354	234607	6813586	6578979	218373	19	0.6	15	39	0.5	M4-1
39	58158	78081	8914753	8836672	58161	3	0.6	18	39	0.01	M5-1
39	73742	78081	8914753	8836672	73745	3	0.6	18	39	0.05	M5-1
39	73892	78081	8914753	8836672	73895	3	0.6	18	39	0.1	M5-1
39	75263	78081	8914753	8836672	75265	2	0.6	18	39	0.5	M5-1
39	13240	13402	4501500	4488098	13310	70	0.6	19	39	0.01	M2-1
39	13243	13402	4501500	4488098	13315	72	0.6	19	39	0.05	M2-1
39	13223	13402	4501500	4488098	13293	70	0.6	19	39	0.1	M2-1
39	13325	13402	4501500	4488098	13394	69	0.6	19	39	0.5	M2-1
39	13229	13402	4501500	4488098	13292	63	0.8	2	39	0.01	M2-1
39	207217	234607	6813586	6578979	207236	19	0.8	2	39	0.01	M4-1
39	69305	78081	8914753	8836672	69308	3	0.8	2	39	0.01	M5-1
39	13216	13402	4501500	4488098	13294	78	0.8	2	39	0.05	M2-1
39	200595	234607	6813586	6578979	200614	19	0.8	2	39	0.05	M4-1
39	70325	78081	8914753	8836672	70328	3	0.8	2	39	0.05	M5-1
39	13275	13402	4501500	4488098	13334	59	0.8	2	39	0.1	M2-1
39	178348	234607	6813586	6578979	178355	7	0.8	2	39	0.1	M4-1
39	65577	78081	8914753	8836672	65580	3	0.8	2	39	0.1	M5-1
39	13274	13402	4501500	4488098	13337	63	0.8	2	39	0.5	M2-1
39	207301	234607	6813586	6578979	207316	15	0.8	2	39	0.5	M4-1
39	70747	78081	8914753	8836672	70750	3	0.8	2	39	0.5	M5-1
39	13085	13402	4501500	4488098	13148	63	0.9	2	39	0.01	M2-1
39	71356	78081	8914753	8836672	71359	3	0.9	2	39	0.01	M5-1
39	11886	13402	4501500	4488098	11942	56	0.9	2	39	0.05	M2-1
39	56613	78081	8914753	8836672	56616	3	0.9	2	39	0.05	M5-1
39	13054	13402	4501500	4488098	13119	65	0.9	2	39	0.1	M2-1
39	70039	78081	8914753	8836672	70042	3	0.9	2	39	0.1	M5-1
39	12244	13402	4501500	4488098	12311	67	0.9	2	39	0.5	M2-1
39	69507	78081	8914753	8836672	69510	3	0.9	2	39	0.5	M5-1
39	12664	13402	4501500	4488098	12699	35	0.7	5	39	0.01	M2-1
39	209258	234607	6813586	6578979	209274	16	0.7	5	39	0.01	M4-1
39	68164	78081	8914753	8836672	68167	3	0.7	5	39	0.01	M5-1
39	12905	13402	4501500	4488098	12948	43	0.7	5	39	0.05	M2-1
39	216548	234607	6813586	6578979	216555	7	0.7	5	39	0.05	M4-1
39	63338	78081	8914753	8836672	63341	3	0.7	5	39	0.05	M5-1
39	11790	13402	4501500	4488098	11825	35	0.7	5	39	0.1	M2-1
39	220907	234607	6813586	6578979	220926	19	0.7	5	39	0.1	M4-1
39	65939	78081	8914753	8836672	65942	3	0.7	5	39	0.1	M5-1
39	12895	13402	4501500	4488098	12933	38	0.7	5	39	0.5	M2-1
39	211494	234607	6813586	6578979	211509	15	0.7	5	39	0.5	M4-1
39	66425	78081	8914753	8836672	66427	2	0.7	5	39	0.5	M5-1
39	112571	234607	6813586	6578979	112590	19	0.5	50	39	0.01	M4-1
39	199962	234607	6813586	6578979	199981	19	0.5	50	39	0.05	M4-1
39	222849	234607	6813586	6578979	222868	19	0.5	50	39	0.1	M4-1
39	222694	234607	6813586	6578979	222713	19	0.5	50	39	0.5	M4-1
39	13331	13402	4501500	4488098	13394	63	0.5	75	39	0.01	M2-1
39	58629	78081	8914753	8836672	58632	3	0.5	75	39	0.01	M5-1
39	13331	13402	4501500	4488098	13396	65	0.5	75	39	0.05	M2-1
39	73594	78081	8914753	8836672	73597	3	0.5	75	39	0.05	M5-1
39	13331	13402	4501500	4488098	13396	65	0.5	75	39	0.1	M2-1
39	73590	78081	8914753	8836672	73593	3	0.5	75	39	0.1	M5-1
39	13363	13402	4501500	4488098	13413	50	0.5	75	39	0.5	M2-1
39	76503	78081	8914753	8836672	76506	3	0.5	75	39	0.5	M5-1
42	62830	74965	8559453	8484488	63968	1138	0.6	17	42	0.01	M4-1
42	73545	74965	8559453	8484488	74682	1137	0.6	17	42	0.05	M4-1
42	63393	74965	8559453	8484488	64531	1138	0.6	17	42	0.1	M4-1
42	70590	74965	8559453	8484488	71727	1137	0.6	17	42	0.5	M4-1
42	71191	74965	8559453	8484488	71941	750	0.8	2	42	0.01	M4-1
42	71739	74965	8559453	8484488	72866	1127	0.8	2	42	0.05	M4-1
42	70149	74965	8559453	8484488	71155	1006	0.8	2	42	0.1	M4-1
42	71100	74965	8559453	8484488	72226	1126	0.8	2	42	0.5	M4-1
42	27333	28588	10010575	9981987	27484	151	0.9	2	42	0.01	M2-1
42	73344	74965	8559453	8484488	74450	1106	0.9	2	42	0.01	M4-1
42	155902	168038	24440536	24272498	156320	418	0.9	2	42	0.01	M5-1
42	26552	28588	10010575	9981987	26720	168	0.9	2	42	0.05	M2-1
42	60101	74965	8559453	8484488	61107	1006	0.9	2	42	0.05	M4-1
42	155902	168038	24440536	24272498	156320	418	0.9	2	42	0.05	M5-1
42	27472	28588	10010575	9981987	27625	153	0.9	2	42	0.1	M2-1
42	62704	74965	8559453	8484488	63452	748	0.9	2	42	0.1	M4-1
42	153830	168038	24440536	24272498	154246	416	0.9	2	42	0.1	M5-1
42	27639	28588	10010575	9981987	27948	309	0.9	2	42	0.5	M2-1
42	67022	74965	8559453	8484488	68126	1104	0.9	2	42	0.5	M4-1
42	136471	168038	24440536	24272498	136879	408	0.9	2	42	0.5	M5-1
42	28532	28588	10010575	9981987	28771	239	0.6	20	42	0.01	M2-1
42	28514	28588	10010575	9981987	28756	242	0.6	20	42	0.05	M2-1
42	28472	28588	10010575	9981987	28728	256	0.6	20	42	0.1	M2-1
42	28486	28588	10010575	9981987	28725	239	0.6	20	42	0.5	M2-1
42	165622	168038	24440536	24272498	166002	380	0.6	21	42	0.01	M5-1
42	164264	168038	24440536	24272498	164642	378	0.6	21	42	0.05	M5-1
42	165550	168038	24440536	24272498	165936	386	0.6	21	42	0.1	M5-1
42	165925	168038	24440536	24272498	166040	115	0.6	21	42	0.5	M5-1
42	27056	28588	10010575	9981987	27227	171	0.8	3	42	0.01	M2-1
42	154717	168038	24440536	24272498	155120	403	0.8	3	42	0.01	M5-1
42	26458	28588	10010575	9981987	26649	191	0.8	3	42	0.05	M2-1
42	151801	168038	24440536	24272498	152189	388	0.8	3	42	0.05	M5-1
42	27495	28588	10010575	9981987	27668	173	0.8	3	42	0.1	M2-1
42	149392	168038	24440536	24272498	149810	418	0.8	3	42	0.1	M5-1
42	27472	28588	10010575	9981987	27641	169	0.8	3	42	0.5	M2-1
42	153023	168038	24440536	24272498	153440	417	0.8	3	42	0.5	M5-1
42	66000	74965	8559453	8484488	66991	991	0.7	6	42	0.01	M4-1
42	129324	168038	24440536	24272498	129660	336	0.7	6	42	0.01	M5-1
42	64097	74965	8559453	8484488	65137	1040	0.7	6	42	0.05	M4-1
42	153458	168038	24440536	24272498	153803	345	0.7	6	42	0.05	M5-1
42	64497	74965	8559453	8484488	65457	960	0.7	6	42	0.1	M4-1
42	148317	168038	24440536	24272498	148354	37	0.7	6	42	0.1	M5-1
42	70377	74965	8559453	8484488	71430	1053	0.7	6	42	0.5	M4-1
42	156712	168038	24440536	24272498	157042	330	0.7	6	42	0.5	M5-1
42	45743	74965	8559453	8484488	46882	1139	0.5	63	42	0.01	M4-1
42	63865	74965	8559453	8484488	65004	1139	0.5	63	42	0.05	M4-1
42	63879	74965	8559453	8484488	65018	1139	0.5	63	42	0.1	M4-1
42	74305	74965	8559453	8484488	75444	1139	0.5	63	42	0.5	M4-1
42	26912	28588	10010575	9981987	27071	159	0.7	7	42	0.01	M2-1
42	27295	28588	10010575	9981987	27422	127	0.7	7	42	0.05	M2-1
42	27501	28588	10010575	9981987	27635	134	0.7	7	42	0.1	M2-1
42	27150	28588	10010575	9981987	27252	102	0.7	7	42	0.5	M2-1
42	142462	168038	24440536	24272498	142848	386	0.5	80	42	0.01	M5-1
42	167679	168038	24440536	24272498	168062	383	0.5	80	42	0.05	M5-1
42	167239	168038	24440536	24272498	167413	174	0.5	80	42	0.1	M5-1
42	167660	168038	24440536	24272498	168058	398	0.5	80	42	0.5	M5-1
42	28561	28588	10010575	9981987	28810	249	0.5	85	42	0.01	M2-1
42	28551	28588	10010575	9981987	28786	235	0.5	85	42	0.05	M2-1
42	28551	28588	10010575	9981987	28776	225	0.5	85	42	0.1	M2-1
42	28567	28588	10010575	9981987	28870	303	0.5	85	42	0.5	M2-1
45	47527	56285	3736011	3679726	47528	1	0.6	11	45	0.01	M3-1
45	47132	56285	3736011	3679726	47133	1	0.6	11	45	0.05	M3-1
45	47620	56285	3736011	3679726	47621	1	0.6	11	45	0.1	M3-1
45	53125	56285	3736011	3679726	53126	1	0.6	11	45	0.5	M3-1
45	189328	190901	46527481	46336580	189570	242	0.5	112	45	0.01	M5-1
45	189703	190901	46527481	46336580	189951	248	0.5	112	45	0.05	M5-1
45	189696	190901	46527481	46336580	189954	258	0.5	112	45	0.1	M5-1
45	189861	190901	46527481	46336580	190109	248	0.5	112	45	0.5	M5-1
45	15398	15621	16522626	16507005	15650	252	0.5	123	45	0.01	M2-1
45	15419	15621	16522626	16507005	15674	255	0.5	123	45	0.05	M2-1
45	15419	15621	16522626	16507005	15674	255	0.5	123	45	0.1	M2-1
45	15442	15621	16522626	16507005	15716	274	0.5	123	45	0.5	M2-1
45	268798	274902	18638565	18363663	268819	21	0.6	15	45	0.01	M4-1
45	272143	274902	18638565	18363663	272164	21	0.6	15	45	0.05	M4-1
45	270873	274902	18638565	18363663	270894	21	0.6	15	45	0.1	M4-1
45	266514	274902	18638565	18363663	266535	21	0.6	15	45	0.5	M4-1
45	14903	15621	16522626	16507005	15178	275	0.6	19	45	0.01	M2-1
45	188472	190901	46527481	46336580	188617	145	0.6	19	45	0.01	M5-1
45	15047	15621	16522626	16507005	15322	275	0.6	19	45	0.05	M2-1
45	182222	190901	46527481	46336580	182410	188	0.6	19	45	0.05	M5-1
45	14980	15621	16522626	16507005	15257	277	0.6	19	45	0.1	M2-1
45	183019	190901	46527481	46336580	183273	254	0.6	19	45	0.1	M5-1
45	14838	15621	16522626	16507005	15079	241	0.6	19	45	0.5	M2-1
45	181392	190901	46527481	46336580	181571	179	0.6	19	45	0.5	M5-1
45	14503	15621	16522626	16507005	14715	212	0.8	2	45	0.01	M2-1
45	50944	56285	3736011	3679726	50947	3	0.8	2	45	0.01	M3-1
45	268414	274902	18638565	18363663	268435	21	0.8	2	45	0.01	M4-1
45	175765	190901	46527481	46336580	175953	188	0.8	2	45	0.01	M5-1
45	13963	15621	16522626	16507005	14238	275	0.8	2	45	0.05	M2-1
45	52235	56285	3736011	3679726	52238	3	0.8	2	45	0.05	M3-1
45	260766	274902	18638565	18363663	260787	21	0.8	2	45	0.05	M4-1
45	176122	190901	46527481	46336580	176320	198	0.8	2	45	0.05	M5-1
45	14503	15621	16522626	16507005	14715	212	0.8	2	45	0.1	M2-1
45	52537	56285	3736011	3679726	52540	3	0.8	2	45	0.1	M3-1
45	266263	274902	18638565	18363663	266284	21	0.8	2	45	0.1	M4-1
45	170977	190901	46527481	46336580	171167	190	0.8	2	45	0.1	M5-1
45	14233	15621	16522626	16507005	14442	209	0.8	2	45	0.5	M2-1
45	52589	56285	3736011	3679726	52592	3	0.8	2	45	0.5	M3-1
45	260853	274902	18638565	18363663	260874	21	0.8	2	45	0.5	M4-1
45	176909	190901	46527481	46336580	177102	193	0.8	2	45	0.5	M5-1
45	259786	274902	18638565	18363663	259803	17	0.9	2	45	0.01	M4-1
45	264577	274902	18638565	18363663	264594	17	0.9	2	45	0.05	M4-1
45	256112	274902	18638565	18363663	256133	21	0.9	2	45	0.1	M4-1
45	266505	274902	18638565	18363663	266522	17	0.9	2	45	0.5	M4-1
45	48396	56285	3736011	3679726	48397	1	0.7	4	45	0.01	M3-1
45	45220	56285	3736011	3679726	45220	0	0.7	4	45	0.05	M3-1
45	45930	56285	3736011	3679726	45931	1	0.7	4	45	0.1	M3-1
45	45169	56285	3736011	3679726	45170	1	0.7	4	45	0.5	M3-1
45	266739	274902	18638565	18363663	266757	18	0.7	5	45	0.01	M4-1
45	257840	274902	18638565	18363663	257856	16	0.7	5	45	0.05	M4-1
45	243852	274902	18638565	18363663	243871	19	0.7	5	45	0.1	M4-1
45	253090	274902	18638565	18363663	253104	14	0.7	5	45	0.5	M4-1
45	54340	56285	3736011	3679726	54343	3	0.5	50	45	0.01	M3-1
45	54357	56285	3736011	3679726	54360	3	0.5	50	45	0.05	M3-1
45	54471	56285	3736011	3679726	54474	3	0.5	50	45	0.1	M3-1
45	54792	56285	3736011	3679726	54795	3	0.5	50	45	0.5	M3-1
45	13427	15621	16522626	16507005	13588	161	0.7	6	45	0.01	M2-1
45	13256	15621	16522626	16507005	13422	166	0.7	6	45	0.05	M2-1
45	13111	15621	16522626	16507005	13254	143	0.7	6	45	0.1	M2-1
45	13514	15621	16522626	16507005	13659	145	0.7	6	45	0.5	M2-1
45	267709	274902	18638565	18363663	267728	19	0.5	76	45	0.01	M4-1
45	273323	274902	18638565	18363663	273344	21	0.5	76	45	0.05	M4-1
45	274761	274902	18638565	18363663	274780	19	0.5	76	45	0.1	M4-1
45	274750	274902	18638565	18363663	274771	21	0.5	76	45	0.5	M4-1
45	174914	190901	46527481	46336580	175076	162	0.7	8	45	0.01	M5-1
45	160222	190901	46527481	46336580	160381	159	0.7	8	45	0.05	M5-1
45	173482	190901	46527481	46336580	173591	109	0.7	8	45	0.1	M5-1
45	171936	190901	46527481	46336580	172090	154	0.7	8	45	0.5	M5-1
48	24251	32345	24398605	24366260	24407	156	0.5	107	48	0.01	M2-1
48	32171	32345	24398605	24366260	32334	163	0.5	107	48	0.05	M2-1
48	32171	32345	24398605	24366260	32334	163	0.5	107	48	0.1	M2-1
48	32169	32345	24398605	24366260	32337	168	0.5	107	48	0.5	M2-1
48	369544	430088	84142878	83712790	370031	487	0.5	111	48	0.01	M5-1
48	401759	430088	84142878	83712790	402248	489	0.5	111	48	0.05	M5-1
48	401376	430088	84142878	83712790	401873	497	0.5	111	48	0.1	M5-1
48	425431	430088	84142878	83712790	425928	497	0.5	111	48	0.5	M5-1
48	495676	728177	10776403	10048226	495686	10	0.6	17	48	0.01	M3-1
48	727751	728177	10776403	10048226	727761	10	0.6	17	48	0.05	M3-1
48	727367	728177	10776403	10048226	727377	10	0.6	17	48	0.1	M3-1
48	727753	728177	10776403	10048226	727763	10	0.6	17	48	0.5	M3-1
48	31103	32345	24398605	24366260	31279	176	0.8	2	48	0.01	M2-1
48	726416	728177	10776403	10048226	726426	10	0.8	2	48	0.01	M3-1
48	175538	212334	24981846	24769512	175787	249	0.8	2	48	0.01	M4-1
48	31878	32345	24398605	24366260	32022	144	0.8	2	48	0.05	M2-1
48	726299	728177	10776403	10048226	726309	10	0.8	2	48	0.05	M3-1
48	144388	212334	24981846	24769512	144641	253	0.8	2	48	0.05	M4-1
48	25246	32345	24398605	24366260	25416	170	0.8	2	48	0.1	M2-1
48	724517	728177	10776403	10048226	724527	10	0.8	2	48	0.1	M3-1
48	144956	212334	24981846	24769512	145354	398	0.8	2	48	0.1	M4-1
48	31681	32345	24398605	24366260	31858	177	0.8	2	48	0.5	M2-1
48	726089	728177	10776403	10048226	726099	10	0.8	2	48	0.5	M3-1
48	169311	212334	24981846	24769512	169525	214	0.8	2	48	0.5	M4-1
48	199997	212334	24981846	24769512	200258	261	0.9	2	48	0.01	M4-1
48	374881	430088	84142878	83712790	375390	509	0.9	2	48	0.01	M5-1
48	147951	212334	24981846	24769512	148341	390	0.9	2	48	0.05	M4-1
48	390279	430088	84142878	83712790	390791	512	0.9	2	48	0.05	M5-1
48	144388	212334	24981846	24769512	144641	253	0.9	2	48	0.1	M4-1
48	377893	430088	84142878	83712790	378360	467	0.9	2	48	0.1	M5-1
48	201869	212334	24981846	24769512	202246	377	0.9	2	48	0.5	M4-1
48	375223	430088	84142878	83712790	375690	467	0.9	2	48	0.5	M5-1
48	206016	212334	24981846	24769512	206424	408	0.6	22	48	0.01	M4-1
48	210654	212334	24981846	24769512	211062	408	0.6	22	48	0.05	M4-1
48	210776	212334	24981846	24769512	211183	407	0.6	22	48	0.1	M4-1
48	210917	212334	24981846	24769512	211324	407	0.6	22	48	0.5	M4-1
48	32126	32345	24398605	24366260	32299	173	0.6	26	48	0.01	M2-1
48	32143	32345	24398605	24366260	32340	197	0.6	26	48	0.05	M2-1
48	32129	32345	24398605	24366260	32319	190	0.6	26	48	0.1	M2-1
48	32137	32345	24398605	24366260	32345	208	0.6	26	48	0.5	M2-1
48	422204	430088	84142878	83712790	422707	503	0.6	29	48	0.01	M5-1
48	422425	430088	84142878	83712790	422896	471	0.6	29	48	0.05	M5-1
48	421635	430088	84142878	83712790	422134	499	0.6	29	48	0.1	M5-1
48	424076	430088	84142878	83712790	424571	495	0.6	29	48	0.5	M5-1
48	388198	430088	84142878	83712790	388703	505	0.8	3	48	0.01	M5-1
48	380814	430088	84142878	83712790	381327	513	0.8	3	48	0.05	M5-1
48	394275	430088	84142878	83712790	394804	529	0.8	3	48	0.1	M5-1
48	388546	430088	84142878	83712790	389064	518	0.8	3	48	0.5	M5-1
48	724163	728177	10776403	10048226	724171	8	0.7	5	48	0.01	M3-1
48	167976	212334	24981846	24769512	168349	373	0.7	5	48	0.01	M4-1
48	723881	728177	10776403	10048226	723891	10	0.7	5	48	0.05	M3-1
48	188591	212334	24981846	24769512	188926	335	0.7	5	48	0.05	M4-1
48	718440	728177	10776403	10048226	718450	10	0.7	5	48	0.1	M3-1
48	155329	212334	24981846	24769512	155715	386	0.7	5	48	0.1	M4-1
48	726656	728177	10776403	10048226	726662	6	0.7	5	48	0.5	M3-1
48	195793	212334	24981846	24769512	196064	271	0.7	5	48	0.5	M4-1
48	465119	728177	10776403	10048226	465129	10	0.5	55	48	0.01	M3-1
48	479695	728177	10776403	10048226	479705	10	0.5	55	48	0.05	M3-1
48	496669	728177	10776403	10048226	496679	10	0.5	55	48	0.1	M3-1
